,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y
4684,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,1,0
4685,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,1,1
4686,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,1,0
4687,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,1,0,1,0
4688,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,1,1,0,1
4689,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,1,1
4690,Work,Alone,Sunny,0.375,7AM,Coffee House,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,1,0,0,0
4691,No Urgent Place,Alone,Sunny,0.625,10AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,0
4692,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,1
4693,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,0
4694,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,1
4695,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,1
4696,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,1
4697,No Urgent Place,Partner,Sunny,0.625,10AM,Restaurant(20-50),2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,1
4698,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,0
4699,No Urgent Place,Partner,Sunny,0.625,2PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,1
4700,No Urgent Place,Partner,Sunny,0.625,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,1
4701,No Urgent Place,Partner,Sunny,0.625,6PM,Bar,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,1
4702,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,1,0
4703,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,0
4704,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,1,1
4705,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,1,0,0
4706,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,1,1
4707,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,1,1
4708,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,1,1
4709,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,1,1
4710,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,1,0,1
4711,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,1,1
4712,Work,Alone,Sunny,0.375,7AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,0
4713,No Urgent Place,Alone,Sunny,0.625,10AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,0,1
4714,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,0,1
4715,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,0,1
4716,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,0,1
4717,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,0,1
4718,No Urgent Place,Alone,Sunny,0.625,2PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,0,1
4719,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,1,1
4720,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,0,1
4721,Home,Alone,Sunny,0.375,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,1,0,1
4722,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,1,1
4723,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,1,0,1
4724,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,1,0
4725,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,1,1
4726,Home,Alone,Sunny,0.625,10PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,1,1
4727,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,1,1
4728,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,1,1
4729,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,0,0
4730,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,1,0,1
4731,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,1,1
4732,Work,Alone,Sunny,0.375,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,0,1
4733,No Urgent Place,Alone,Sunny,0.625,10AM,Bar,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,0,0
4734,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,0,0
4735,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,0,1
4736,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,0,1
4737,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,0,0
4738,No Urgent Place,Alone,Sunny,0.625,2PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,0,1
4739,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,0,0
4740,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,1,0
4741,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,0,0
4742,Home,Alone,Sunny,0.375,10PM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,1,0,0
4743,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,1,1
4744,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,1,0,0
4745,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,1,0
4746,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,1,0
4747,Home,Alone,Sunny,0.625,10PM,Bar,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,1,0
4748,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,1,0
4749,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,1,0
4750,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),2h,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,0,0
4751,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,1,0,1
4752,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,0,0,1,1
4753,Work,Alone,Sunny,0.375,7AM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1,1,0,0,0
4754,No Urgent Place,Alone,Sunny,0.625,10AM,Bar,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,1
4755,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,0,1
4756,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,0,1
4757,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,0,1
4758,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,1
4759,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,1
4760,No Urgent Place,Partner,Sunny,0.625,10AM,Restaurant(20-50),2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,0
4761,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,0,0
4762,No Urgent Place,Partner,Sunny,0.625,2PM,Coffee House,2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,1
4763,No Urgent Place,Partner,Sunny,0.625,6PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,1
4764,No Urgent Place,Partner,Sunny,0.625,6PM,Bar,2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,0,0
4765,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,0
4766,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,0,0
4767,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,1
4768,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,1,0,0
4769,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,0
4770,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,1
4771,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,0
4772,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,1,0
4773,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,1,0,1
4774,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,1
4775,Work,Alone,Sunny,0.375,7AM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,1,0,0,0
4776,No Urgent Place,Alone,Sunny,0.625,10AM,Bar,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,0,1
4777,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,0,0
4778,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,0,0
4779,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,0,1
4780,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,0,1
4781,No Urgent Place,Alone,Sunny,0.625,2PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,0,1
4782,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,0,1
4783,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,1,1
4784,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,0,1
4785,Home,Alone,Sunny,0.375,10PM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,1,0,1
4786,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,1,0
4787,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,1,0,0
4788,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,1,0
4789,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,1,1
4790,Home,Alone,Sunny,0.625,10PM,Bar,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,1,1
4791,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,1,0
4792,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,1,0
4793,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,0,1
4794,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,1,0,1
4795,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,1,1
4796,Work,Alone,Sunny,0.375,7AM,Coffee House,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,1,0,0,1
4797,No Urgent Place,Alone,Sunny,0.625,10AM,Bar,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,0,0
4798,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,0,1
4799,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,0,1
4800,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,0,1
4801,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,0,1
4802,No Urgent Place,Alone,Sunny,0.625,2PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,0,1
4803,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,0,0
4804,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,1,1
4805,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,0,1
4806,Home,Alone,Sunny,0.375,10PM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,1,0,1
4807,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,1,1
4808,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,1,0,0
4809,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,1,1
4810,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,1,1
4811,Home,Alone,Sunny,0.625,10PM,Bar,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,1,1
4812,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,1,1
4813,Work,Alone,Sunny,0.625,7AM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,1,1
4814,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,0,0
4815,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,1,0,1
4816,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,0,0,1,1
4817,Work,Alone,Sunny,0.375,7AM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,0,0,1
4818,No Urgent Place,Alone,Sunny,0.625,10AM,Bar,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,0,1
4819,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,0,0
4820,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,0,0
4821,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,0,1
4822,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,0,1
4823,No Urgent Place,Alone,Sunny,0.625,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,0,0
4824,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,0,0
4825,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,1,1
4826,Home,Alone,Sunny,0.625,6PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,0,1
4827,Home,Alone,Sunny,0.375,10PM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,1,0,1
4828,Home,Alone,Sunny,0.625,6PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,1,0
4829,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,1,0,0
4830,Home,Alone,Sunny,0.625,10PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,1,0
4831,Home,Alone,Sunny,0.625,10PM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,0,0,1,1
4832,Home,Alone,Sunny,0.625,10PM,Bar,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,1~3,4~8,1~3,never,1,0,1,1
